BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
3045,Pentantastar,1983,2.1667,5.50482,2,4,120,12,0,0,0,1,0,0,0,0,0
3046,"Red Sun/Red Star: The Nomonhan Campaign, 1939",1993,2.7692,5.50986,2,2,360,12,0,0,0,1,0,0,0,0,0
3047,Rails Through the Rockies,1981,3.2857,5.50303,2,4,240,0,0,0,0,0,0,0,0,0,0
3048,Trivial Pursuit: Millennium Edition,1999,1.525,5.44127,2,6,60,15,0,0,0,0,1,0,0,1,0
3049,Blood on the Tigris,1995,3.2,5.51105,2,2,360,12,0,0,0,1,0,0,0,0,0
3050,"Napoleon at Bay: Defend the Gates of Paris, 1814",1997,3.5789,5.60277,2,2,180,0,0,0,0,1,0,0,0,0,0
3051,How to Host a Murder: The Last Train from Paris,1985,2.1111,5.54089,8,8,180,12,0,0,0,0,0,0,0,0,0
3052,Sim City: The Card Game,1994,2.3191,5.25718,1,99,120,10,0,0,0,0,0,1,0,0,0
3053,Bonaparte in Italy,1979,3.1667,5.59807,2,2,180,16,0,0,0,1,0,0,0,0,0
3054,Sideshow: The Campaign for German East Africa 1914-1918,1990,2.8333,5.54046,2,2,360,12,0,0,0,1,0,0,0,0,0
3057,Warp 6,2002,1.7895,5.56919,2,3,20,12,0,0,0,0,0,0,1,0,0
3059,Rebound,1971,1,5.51057,2,4,10,8,0,0,0,0,0,0,0,0,1
3061,Samurai,1996,3.44,5.75259,2,2,180,12,0,0,0,1,0,0,0,0,0
3062,Pyramis,1991,2.5,5.50475,2,2,20,8,0,0,0,0,0,0,1,0,0
3063,March Madness,1991,2.2667,5.55352,2,64,45,10,0,0,0,0,0,0,0,0,0
3064,CribbGolf,1988,1.5714,5.53458,2,6,60,12,0,0,0,0,0,0,0,0,0
3065,Monopoly: Stock Exchange,2001,2.3529,5.50429,2,6,120,8,0,0,0,0,1,0,0,0,0
3067,James Clavell's Shogun Card Game,1983,2,5.52765,3,8,60,10,0,0,0,0,0,0,0,0,0
3068,Komme Gleich,1996,4,5.47167,2,6,30,10,0,0,0,0,0,0,0,0,0
3070,Red Parachutes: Soviet Airborne Assault Across the Dnepr,1995,3.0455,5.556,2,2,360,14,0,0,0,1,0,0,0,0,0
3071,Blood Bowl,1986,2.7,5.61343,2,2,120,12,0,1,0,0,0,0,0,0,0
3072,Necromunda,1995,3.1131,6.39439,2,4,30,12,0,1,0,1,0,0,0,0,0
3074,Uncle Wiggily,1916,1.0312,5.27619,2,4,30,4,0,0,0,0,0,0,0,0,1
3075,Hamlet!,2002,2.6667,5.51605,3,8,45,12,0,0,0,0,0,0,0,0,0
3076,Puerto Rico,2002,3.2769,7.83978,3,5,150,12,0,0,1,0,0,0,0,0,0
3077,The Game of Real Life,1998,1.1667,5.50949,2,6,30,8,0,0,0,0,0,0,0,0,0
3078,Knockabout,2001,2.5556,5.56689,2,2,20,10,0,0,0,0,0,0,1,0,0
3080,RSVP,1958,2.25,5.49109,2,2,60,6,0,0,0,0,0,0,0,0,0
3081,Rubik's Flip,1981,1.375,5.52087,2,2,10,8,0,0,0,0,0,0,1,0,0
3083,Submarine,1976,3.2533,5.70795,1,6,180,12,0,0,0,1,0,0,0,0,0
3084,Buccaneer,1938,1.3902,5.56466,2,6,90,8,0,0,0,0,1,0,0,0,0
3085,Gang of Four,1990,1.8689,6.11259,3,4,40,8,0,0,0,0,1,0,0,0,0
3086,The Omega Virus,1992,1.8023,5.80445,1,4,35,14,0,1,0,0,1,0,0,0,0
3089,Bounty Hunter: Shootout at the Saloon,1982,1.9444,5.49601,2,2,10,12,0,1,0,1,0,0,0,0,0
3090,Doctor Who: The Game of Time & Space,1980,2.0435,5.48345,2,6,90,8,0,1,0,0,0,0,0,0,0
3091,The Great Game of Britain,1973,1.4737,5.50687,2,5,30,10,0,0,0,0,0,0,0,0,0
3093,Croak!,1999,1.5625,5.69775,2,4,20,6,0,0,0,0,0,0,1,0,1
3095,Star Trek: The Adventure Game,1985,2.2812,5.71036,1,2,120,10,0,1,0,1,0,0,0,0,0
3096,Ascension at Firepeak,2001,1.5,5.50854,2,5,45,10,0,0,0,0,0,0,0,0,0
3097,1849: The Game of Sicilian Railways,1998,4.2381,6.25969,3,5,180,14,0,0,1,0,0,0,0,0,0
3099,Gettysburg,1958,2.2979,5.51745,2,2,360,12,0,0,0,1,0,0,0,0,0
3100,Backpacks and Blisters,1993,2,5.54299,1,6,45,10,0,0,0,0,0,0,0,0,0
3102,Banque Fatale,1997,2,5.52145,3,4,45,10,0,0,0,0,0,0,0,0,0
3107,Mömmen,2001,1,5.49772,2,5,45,7,0,0,0,0,0,0,0,0,1
3108,Goblin,1982,2.8,5.52027,2,2,180,12,0,0,0,1,0,0,0,0,0
3109,Starmada X,2000,3,5.53988,2,2,180,10,0,0,0,0,0,0,0,0,0
3110,Dragon Rage,1982,2.68,5.62407,2,2,120,12,0,0,1,1,0,0,0,0,0
3112,And They're Off!,1993,1.6667,5.50879,2,22,90,10,0,0,0,0,0,0,0,0,0
3114,Poleconomy,1977,2.0833,5.47868,2,6,180,12,0,0,0,0,1,0,0,0,0
3119,Haste Worte?,1997,1.4211,5.7141,3,8,30,8,0,0,0,0,0,0,0,1,0
3122,Doctor Who Collectible Card Game,1996,1.7778,5.39579,2,2,30,10,0,0,0,0,0,1,0,0,0
3125,7th Sea Collectible Card Game,1998,2.4828,5.76486,2,6,45,12,0,0,0,0,0,1,0,0,0
3127,Age of Empires: Expandable Card Game,2000,3.2308,5.50416,2,4,360,12,0,0,0,0,0,1,0,0,0
3128,Clippers,2002,2.62,5.8809,2,5,90,10,0,0,1,0,0,0,0,0,0
3129,1876: Trinidad,1996,3,5.52063,2,5,120,14,0,0,0,0,0,0,0,0,0
3130,1899,1994,4.1667,5.53525,3,6,240,14,0,0,1,0,0,0,0,0,0
3133,Captain Park's Imaginary Polar Expedition,2002,1.5472,5.59655,3,7,45,10,0,1,0,0,0,0,0,0,0
3137,Anno Domini: Erfindungen,1999,1.4884,5.80753,2,8,30,10,0,0,0,0,0,0,0,1,0
3138,Cairo,2002,1.2593,5.54828,2,5,30,8,0,0,0,0,0,0,0,0,0
3139,Goldland,2002,2.3897,5.98011,2,5,60,10,0,0,1,0,1,0,0,0,0
3140,Sixmix,1999,1.1429,5.46733,2,5,25,10,0,0,0,0,0,0,0,0,0
3141,The Bucket King,2002,1.2328,5.89216,2,6,45,10,0,0,0,0,1,0,0,0,0
3144,High Hand,1963,1.8,5.50513,2,4,60,10,0,0,0,0,0,0,1,0,0
3147,Mandarin,1991,1.25,5.54704,3,5,50,8,0,0,0,0,0,0,0,0,1
3149,Lost Valley of the Dinosaurs,1985,1.225,5.60852,2,4,60,8,0,0,0,0,1,0,0,0,0
3150,Taktvoll,1993,1.5,5.49756,3,8,30,12,0,0,0,0,0,0,0,0,0
3152,Star Wars: Starfighter Battle Book,1989,1.6471,5.56929,2,2,10,10,0,0,0,1,0,0,0,0,0
3154,Nautilus,2002,2.6641,5.87293,2,4,120,12,0,0,1,0,0,0,0,0,0
3155,Lumberjack,2002,1.4667,5.51906,2,5,20,8,0,0,0,0,0,0,1,0,0
3156,The Warriors of Batak,1982,2,5.50594,2,2,90,12,0,0,0,1,0,0,0,0,0
3157,All-Star Baseball,1941,1.3077,5.53417,2,2,60,10,0,0,0,0,0,0,0,0,0
3159,Zahltag,2002,1.5,5.51209,2,4,45,10,0,0,0,0,0,0,0,0,0
3160,Holy War,1979,2.0667,5.47762,2,2,90,12,0,0,0,1,0,0,0,0,0
3161,Port Stanley: Battle for the Falklands,1984,2.9231,5.5312,2,2,360,12,0,0,0,1,0,0,0,0,0
3162,Invasion of the Air-eaters,1979,1.9286,5.55609,2,2,90,10,0,0,0,1,0,0,0,0,0
3163,Doom of the Eldar,1993,2.4167,5.59749,2,2,120,12,0,0,0,1,0,0,0,0,0
3170,Horus Heresy (1993),1993,2.4706,5.59359,2,2,120,12,0,0,0,1,0,0,0,0,0
3174,Titan Strike!,1979,2.5714,5.50856,2,2,90,10,0,0,0,1,0,0,0,0,0
3175,The ElfQuest Boardgame,1986,2,5.48052,2,5,90,10,0,0,0,0,0,0,0,0,0
3177,Battle for Armageddon,1992,2.4375,5.63293,2,2,120,14,0,0,0,1,0,0,0,0,0
3181,Farkle,1996,1.1151,5.50343,2,6,30,8,0,0,0,0,1,0,0,0,0
3182,Vanished!,1990,1.5217,5.53065,2,6,20,16,0,0,0,0,0,0,0,0,0
3183,Car Wars (Fifth Edition),2002,2.4545,5.5645,2,2,60,12,0,1,0,1,0,0,0,0,0
3188,Bionicle: Quest For The Masks CCG,2001,1.6667,5.46511,2,4,60,12,0,0,0,0,0,1,1,0,0
3189,BAS-KET,1938,1,5.4898,2,2,30,5,0,0,0,0,0,0,0,0,0
3190,Quixo,1995,1.6,5.71111,2,4,15,8,0,0,0,0,0,0,1,0,0
3194,Dots,1998,1,5.46881,2,6,20,10,0,0,0,0,0,0,0,0,0
3198,Hecht im Karpfenteich,1990,0,5.50698,2,6,60,12,0,0,0,0,0,0,0,0,0
3201,Lord of the Rings: The Confrontation,2002,2.1897,6.83542,2,2,30,12,0,0,1,0,0,0,0,0,0
3202,RAF,1986,3.1294,5.99869,1,1,180,12,0,0,0,1,0,0,0,0,0
3203,Contack,1939,1.4444,5.4925,2,7,10,10,0,0,0,0,0,0,1,0,0
3205,Da geht was ab im Morgenland,1999,1.5,5.48413,2,5,10,10,0,0,0,0,0,0,0,0,0
3208,Dragonland,2002,1.8411,5.76695,2,4,45,9,0,0,0,0,1,0,0,0,0
3209,Pennant Race,1983,1.9231,5.499,1,12,10,12,0,0,0,0,0,0,0,0,0
3210,Hekla,2001,2.4444,5.53788,2,4,45,10,0,0,0,0,0,0,1,0,0
3214,Avalon Hill Game Company's Game of Trivia,1981,2,5.48287,2,6,120,12,0,0,0,0,0,0,0,0,0
3218,The Arab-Israeli Wars: Tank Battles in the Mideast,1977,3.2182,5.72851,2,2,240,14,0,0,0,1,0,0,0,0,0
3219,Demonworld,1999,4.2,5.54468,2,6,120,12,0,0,0,0,0,0,0,0,0
3226,Bowl Bound,1973,1.871,5.64952,1,4,60,12,0,1,0,0,0,0,0,0,0
3228,Pueblo,2002,2.2524,6.35096,2,4,60,10,0,0,0,0,0,0,1,0,0
3229,"The Game of Medici: Arms, Loves and Betrayals in XVth Century Europe",1982,2.6,5.5295,4,6,180,13,0,0,0,0,0,0,0,0,0
3230,Tyros,2002,2.4667,5.8312,3,4,90,10,0,0,1,0,0,0,0,0,0
3231,Die Sieben Weisen,2002,2.4,5.58031,3,5,90,12,0,0,1,0,0,0,0,0,0
3232,Fraggle Rock,1984,1,5.48899,2,5,20,7,0,0,0,0,0,0,0,0,1
3233,Ballast,1998,1,5.49485,2,4,15,6,0,0,0,0,0,0,0,0,0
3234,Dschunke,2002,2.531,5.92851,3,4,60,10,0,0,1,0,1,0,0,0,0
3236,WildLife,2002,3.0692,6.00807,2,6,120,10,0,0,1,0,0,0,0,0,0
3237,Against the Reich,1986,3.1739,5.59234,2,2,1200,12,0,0,0,1,0,0,0,0,0
3238,Rally: Risk and Evaluation on All Roads in the Worlds,1980,1.75,5.52961,2,6,120,10,0,0,0,0,0,0,0,0,0
3239,Nessie Hunt,1986,1.6667,5.50248,1,5,60,0,0,0,0,0,0,0,0,0,0
3240,Victory at Sea,1992,2.3333,5.52356,2,2,90,12,0,0,0,1,0,0,0,0,0
3241,Jack The Ripper,1983,2.625,5.54835,2,2,120,12,0,0,0,0,0,0,0,0,0
3242,Clash of the Gladiators,2002,1.5437,5.63716,2,5,45,10,0,0,0,0,1,0,0,0,0
3243,Wooly Wars,2002,1.6615,5.84652,2,4,30,7,0,0,0,0,1,0,0,0,0
3245,Cerberus: The Proxima Centauri Campaign,1979,2.625,5.51623,2,2,120,12,0,0,0,1,0,0,0,0,0
3246,Albion: Land of Faerie,1981,2.8125,5.57741,2,2,120,12,0,1,0,1,0,0,0,0,0
3247,Planet Busters,1982,1.6429,5.51501,2,4,60,10,0,1,0,0,0,0,0,0,0
3248,Citadel of Blood,1980,2.3913,5.60931,1,6,120,10,0,1,0,1,0,0,0,0,0
3249,Rescue from the Hive,1981,2.4615,5.51334,1,2,60,12,0,1,0,1,0,0,0,0,0
3251,Barbarian Kings,1980,2.4118,5.54067,2,5,120,12,0,0,0,1,0,0,0,0,0
3253,Perpetual Notion,1993,1,5.4874,2,4,30,10,0,0,0,0,0,0,0,0,0
3255,Cash Flow,1987,1.6,5.48495,2,6,60,10,0,0,0,0,0,0,0,0,0
3262,The Powerpuff Girls: Villains at Large Game,2000,1.2941,5.58831,2,4,30,8,0,0,0,0,0,0,0,0,1
3263,Ukraine '43,2000,3.5517,5.9558,2,4,360,12,0,0,0,1,0,0,0,0,0
3265,NUTS!,1998,2.6154,5.5293,2,4,120,0,0,0,0,1,0,0,0,0,0
3266,Alien Autopsy,1997,1.25,5.46914,2,4,30,8,0,0,0,0,0,0,0,0,1
3267,Pizarro & Co.,2002,2.4493,5.96218,3,6,45,12,0,0,1,0,0,0,0,0,0
3268,Bunker Poker,1999,1,5.48478,2,4,20,9,0,0,0,0,0,0,0,0,0
3269,Clue: The Card Game,2002,1.5593,5.57888,3,5,45,8,0,0,0,0,1,0,0,0,0
3270,Lamarckian Poker,1997,1.6111,5.5421,2,6,10,10,0,0,0,0,0,0,0,0,0
3271,Battlesuit,1983,2.3571,5.48975,2,2,60,10,0,0,0,1,0,0,0,0,0
3273,Cat Attack,2002,1.75,5.49119,2,6,120,10,0,0,0,0,0,0,0,0,0
3275,Imperator,2002,3,5.56361,2,2,480,12,0,0,0,1,0,0,0,0,0
3276,Skittles,1801,1,5.5079,2,4,30,6,0,0,0,0,0,0,0,0,0
3279,Magi-Nation Duel,2000,2.7143,5.68553,2,4,60,10,0,0,0,0,0,1,0,0,0
3284,Star Wars: Epic Duels,2002,1.7794,6.40668,2,6,30,8,0,1,0,0,0,0,0,0,0
3285,Star Wars: Jedi Unleashed,2002,1.4444,5.37348,2,5,45,8,0,0,0,0,0,0,0,0,0
3290,Maskenball Venezia,1999,1.1111,5.49648,5,12,20,10,0,0,0,0,0,0,0,0,0
3293,König Artus Tafelrunde,1993,1.6667,5.51288,2,6,45,10,0,0,0,0,0,0,0,0,0
3294,Dumm gelaufen!,1998,1.2,5.50231,2,6,30,10,0,0,0,0,0,0,0,0,0
3295,Athos,1993,1.6667,5.50187,2,4,45,12,0,0,0,0,0,0,0,0,0
3297,Grabsch,1998,1,5.47865,2,4,20,6,0,0,0,0,0,0,0,0,0
3298,Schleck und weg!!,2002,1,5.49043,3,6,10,4,0,0,0,0,0,0,0,0,1
3302,Machu Picchu,1998,1.6667,5.48484,2,4,40,12,0,0,0,0,0,0,0,0,0
3305,Anticipation,1987,1.2308,5.51358,2,4,30,8,0,0,0,0,0,0,0,0,0
3306,Hack Attack,2000,1.5,5.46879,2,2,10,10,0,0,0,0,0,0,1,0,0
3307,Wallenstein,2002,3.3094,6.80945,3,5,150,12,0,0,1,0,0,0,0,0,0
3309,Air Cav,1985,2.8421,5.54046,2,2,90,12,0,0,0,1,0,0,0,0,0
3312,1776: The Game of the American Revolutionary War,1974,3.1103,5.83141,2,2,120,12,0,0,0,1,0,0,0,0,0
3313,Traverse,1987,1.9688,5.55943,2,4,30,7,0,0,0,0,0,0,1,0,0
3314,Lügenbeutel,1978,1.3636,5.49103,2,8,30,8,0,0,0,0,0,0,0,0,0
3316,Prussia's Glory: The Battles of Frederick the Great,2002,2.8214,5.60744,1,2,180,12,0,0,0,1,0,0,0,0,0
3317,Royal Hearts,2001,1.625,5.53337,2,6,30,0,0,0,0,0,0,0,0,0,0
3318,Heave Ho!,2002,1.2874,5.76059,2,2,45,10,0,0,0,0,1,0,0,0,0
3319,Neutreeko,2001,2,5.4933,2,2,10,0,0,0,0,0,0,0,1,0,0
3320,The Game of Life: A Jedi's Path,2002,1.3714,5.43453,2,4,60,9,0,0,0,0,1,0,0,0,1
3321,Die Pyramiden des Jaguar,2002,1.7273,5.70966,2,2,45,10,0,0,0,0,1,0,0,0,0
3324,Railroader,1963,1.5,5.48754,2,4,60,8,0,0,0,0,0,0,0,0,1
3325,Chartbuster,1970,2,5.51359,2,6,120,0,0,0,0,0,0,0,0,0,0
3329,Hans Dampf,1989,1.5,5.48314,4,8,30,10,0,0,0,0,0,0,0,0,0
3330,Peloton,1991,2.4,5.52591,1,12,30,10,0,0,0,0,0,0,0,0,0
3335,Ganoven Jagd,1983,2,5.50462,2,2,20,8,0,0,0,0,0,0,1,0,0
3337,Double Down,1993,1.0606,5.5183,2,8,30,8,0,0,0,0,1,0,0,1,0
3338,Nimm's Leich!,1997,1,5.50703,3,6,20,10,0,0,0,0,0,0,0,0,0
3339,Diceland: Deep White Sea,2002,1.92,5.62608,2,5,20,10,0,1,0,0,0,0,0,0,0
3340,Hard Vacuum,2000,2.7143,5.58784,2,8,45,12,0,0,0,0,0,0,0,0,0
3341,Burn Rate,2002,1.5893,5.63157,2,4,45,13,0,0,1,0,0,0,0,1,0
3342,Soccerama,1968,1.6667,5.48687,2,6,60,0,0,0,0,0,0,0,0,0,0
3343,Go For Broke,1965,1.1296,5.15107,2,6,60,8,0,0,0,0,1,0,0,0,0
3344,Lone Wolf and Cub Game,1989,1.8333,5.41149,1,2,60,12,0,0,0,0,0,0,0,0,0
3347,Solo,1993,1.0357,5.41056,2,10,30,6,0,0,0,0,0,0,0,0,0
3348,Santa Fe Rails,2001,2.5152,5.93574,2,5,60,12,0,0,1,0,0,0,0,0,0
3349,Die Safeknacker,1996,1.6667,5.50852,3,5,20,10,0,0,0,0,0,0,0,0,0
3351,Wer ist der Täter?,1989,1.25,5.49908,2,12,20,10,0,0,0,0,0,0,0,0,0
3352,Gouda! Gouda!,2002,1.1923,5.46428,2,6,45,8,0,0,0,0,0,0,0,0,1
3353,World War II: Barbarossa to Berlin,2002,3.537,6.23106,2,2,420,14,0,0,0,1,0,0,0,0,0
3354,Tide of Fortune,1993,3.1429,5.50364,1,2,360,12,0,0,0,1,0,0,0,0,0
3355,Junk Yard,2002,3,5.50824,2,6,60,9,0,0,0,0,0,0,1,0,0
3356,Musketeers,1985,1.75,5.49832,1,3,60,12,0,0,0,0,0,0,0,0,0
3357,Wie Hund und Katz!,2002,1.5,5.50122,2,6,30,10,0,0,0,0,0,0,0,0,0
3358,Affenraffen,2002,1.1429,5.52061,2,6,20,6,0,0,0,0,0,0,0,0,1
3359,Anagrams,1910,2,5.54434,2,6,45,8,0,0,0,0,0,0,0,0,0
3360,Lexicon,1932,1.4545,5.50551,1,4,30,8,0,0,0,0,0,0,0,0,0
3365,Gumshoe,1985,3,5.62663,1,6,120,12,0,0,0,0,0,0,0,0,0
3369,John Carter: Warlord of Mars,1979,3.1053,5.57648,2,6,360,12,0,1,0,1,0,0,0,0,0
3370,Connections,1991,1.75,5.51798,2,2,10,10,0,0,0,0,0,0,1,0,0
3371,September,1985,2,5.49211,2,2,20,4,0,0,0,0,0,0,1,0,0
3373,San Gimignano,2002,2,5.50452,2,4,45,9,0,0,0,0,0,0,1,0,0
3374,Scrabble Crossword Cubes Game,1964,1,5.50684,1,6,10,10,0,0,0,0,0,0,0,0,0
3376,The Company War,1983,2.5,5.50943,2,4,60,10,0,0,0,1,0,0,0,0,0
3377,20 Questions,1988,1.3387,5.53813,2,7,30,8,0,0,0,0,0,0,0,1,0
3378,The Inventors,1974,1.3846,5.47657,3,4,60,9,0,0,0,0,0,0,0,0,0
3383,Mahé,1974,1.2391,5.74614,2,6,20,6,0,0,0,0,0,0,1,0,0
3384,Kerrunch,1991,2.25,5.50638,2,2,90,8,0,0,0,1,0,0,0,0,0
3385,Stratego: Star Wars,2002,1.7143,5.59164,2,2,30,8,0,0,1,0,1,0,0,0,0
3389,Castle Lords,2002,1.3125,5.44956,3,6,45,7,0,0,0,0,0,0,0,0,0
3390,Friends,1999,1.8,5.42344,4,10,30,13,0,0,0,0,0,0,0,0,0
3393,Public Assistance,1980,1.4444,5.45441,2,4,90,18,0,0,0,0,0,0,0,0,0
3394,Monopoly: The Simpsons,2001,1.6154,5.38267,2,6,120,8,0,0,0,0,0,0,0,0,1
3398,Eye of Horus,2002,1.4,5.48859,2,8,45,7,0,0,0,0,0,0,0,0,0
3402,Modigliani,1993,2,5.52562,2,6,60,10,0,0,0,0,0,0,0,0,0
3403,Rise and Fall,1989,2.375,5.56769,1,6,180,12,0,0,0,1,0,0,0,0,0
3404,The Legend of Landlock,1995,1.2439,5.54587,2,4,20,8,0,0,0,0,0,0,1,0,0
3405,Tin Soldiers,2002,1.6316,5.53519,3,5,30,10,0,0,0,0,0,0,0,0,0
3406,Lines of Action,1969,2.7174,5.83608,2,2,20,10,0,0,0,0,0,0,1,0,0
3408,This Accursed Civil War,2002,3.5179,5.77655,2,2,240,12,0,0,0,1,0,0,0,0,0
3409,The Napoleonic Wars,2002,3.466,5.951,2,5,240,12,0,0,0,1,0,0,0,0,0
3411,Drive on Paris,2000,2.7619,5.61804,2,2,300,12,0,0,0,1,0,0,0,0,0
3412,Brandywine,2000,2.6667,5.69076,2,2,240,12,0,0,0,1,0,0,0,0,0
3413,Saratoga,1998,2.5435,5.79958,2,2,180,12,0,0,0,1,0,0,0,0,0
3414,"Yom Kippur: The Battle for the Sinai, October, 1973",1995,2.5882,5.7456,2,2,240,12,0,0,0,1,0,0,0,0,0
3416,Fallschirmjaeger: The Airborne Assault on Fortress Holland,2001,3.0417,5.70921,2,2,360,12,0,0,0,1,0,0,0,0,0
3417,Tribulation,1974,1.6667,5.50861,1,6,30,10,0,0,0,0,0,0,1,0,0
3419,Star Trek: The Game,1992,2.3333,5.38606,2,6,60,10,0,0,0,0,0,0,0,0,0
3421,StreetSoccer,2002,1.5407,5.99232,2,2,30,8,0,0,0,0,1,0,0,0,0
3422,Fantasy,2001,1.1707,5.36034,2,4,20,8,0,0,0,0,1,0,0,0,0
3423,Equations,1963,3,5.51222,2,6,30,12,0,0,0,0,0,0,1,0,0
3425,Skunk,1953,1,5.50381,2,8,30,6,0,0,0,0,0,0,0,0,0
3427,Blockhead!,1952,1.0476,5.4812,1,6,10,4,0,0,0,0,1,0,0,0,0
3430,The Three Stooges Card Game,1998,1.3333,5.46626,2,3,30,10,0,0,0,0,0,0,0,0,0
3434,Golden Deuce,2002,1.7333,5.49274,2,4,90,10,0,0,0,0,0,0,0,0,0
3435,Zwergen Ziehen,1997,1.1538,5.51408,2,4,20,10,0,0,0,0,0,0,0,0,0
3439,HeroClix,2002,2.822,6.02352,2,2,60,10,0,0,0,0,0,1,0,0,0
3447,The Game of Maze,1990,1,5.47041,2,4,20,10,0,0,0,0,0,0,0,0,0
3451,Coffee!,2002,1.5,5.48408,1,4,20,0,0,0,0,0,0,0,0,0,0
3452,Emerald,2002,1.6763,5.86718,2,5,45,10,0,0,0,0,1,0,0,0,0
3457,Tabula,1990,1.3846,5.51655,2,2,20,5,0,0,0,0,0,0,1,0,0
3459,Major Battles and Campaigns of General George S. Patton,1973,1.8,5.5456,2,2,30,12,0,0,0,1,0,0,0,0,0
3463,Wizard,1978,2.2683,5.80537,2,2,30,10,0,1,0,1,0,0,0,0,0
3464,Melee,1977,2.2857,5.87092,2,2,15,10,0,0,0,1,0,0,0,0,0
3465,Black Hole,1978,1.7,5.50065,2,2,30,10,0,0,0,1,0,0,0,0,0
3466,WarpWar,1977,2.037,5.60459,2,2,30,12,0,0,0,1,0,0,0,0,0
3468,Panzer Pranks,1980,2.4167,5.51135,2,2,30,12,0,0,0,1,0,0,0,0,0
3471,Le Mans,1961,2.1818,5.53927,1,12,60,10,0,0,0,0,0,0,0,0,0
3472,Plagio,1999,2,5.54016,4,0,20,12,0,0,0,0,0,0,0,0,0
3473,RisiKard!,1996,2,5.49774,3,6,20,0,0,0,0,1,0,0,0,0,0
3475,Shadowfist,1995,2.5581,5.79978,2,7,60,10,1,0,0,0,0,1,0,0,0
3476,Shadowrun: DMZ Downtown Militarized Zone,1990,2.5,5.47728,2,2,30,12,0,0,0,1,0,0,0,0,0
3482,Past Lives,1988,1.5,5.42183,2,8,60,8,0,0,0,0,0,0,0,0,0
3483,Pinocchio,2000,1,5.48914,2,6,10,6,0,0,0,0,0,0,0,0,1
3484,Armada,1986,2.1951,5.4354,2,4,120,10,0,1,0,0,1,0,0,0,0
3485,Anno Domini,1995,1.8,5.52946,4,4,60,10,0,0,0,0,0,0,0,0,0
3486,Bataclan,1997,1.1667,5.48249,2,6,20,6,0,0,0,0,0,0,0,0,0
3487,BattleTech CCG,1996,2.4675,5.77379,2,2,20,10,0,0,0,0,0,1,0,0,0
3488,C-23,1998,1.5,5.46552,2,3,10,10,0,0,0,0,0,1,0,0,0
3492,Dragon Storm,1996,2.5,5.50261,2,8,120,0,0,0,0,0,0,1,0,0,0
3495,Harry Potter Trading Card Game,2001,1.962,5.7195,2,2,20,9,0,0,0,0,0,1,0,0,0
3499,3-D Chess,1851,4.0714,5.51464,2,2,90,0,0,0,0,0,0,0,1,0,0
3500,Schmuggler an Bord,1992,1.25,5.5189,3,6,30,8,0,0,0,0,0,0,0,0,0
3501,Fantasy,1990,2.2,5.49238,3,6,60,0,0,0,0,0,0,0,0,0,0
3502,Star of the Guardians,1995,2,5.47341,2,2,20,10,0,0,0,0,0,1,0,0,0
3503,Star Quest,1995,1.75,5.47313,2,8,30,10,0,0,0,0,0,1,0,0,0
3504,Super Deck!,1994,1.4444,5.35381,2,2,20,12,0,0,0,0,0,1,0,0,0
3507,By Golly!,2001,1.0385,5.57224,2,6,15,5,0,0,0,0,0,0,0,0,1
3510,Battle of the Sexes,1997,1.0789,4.71393,2,8,45,12,0,0,0,0,0,0,0,1,0
3512,Doorways to Adventure,1986,1.4,5.50425,2,6,60,10,0,0,0,0,0,0,0,0,0
3513,Electronic Stratego,1982,1.75,5.54516,2,2,60,8,0,0,0,0,0,0,1,0,0
3514,Game of Knowledge,1984,1.6667,5.49073,2,10,60,10,0,0,0,0,0,0,0,0,0
3515,"Men Are from Mars, Women Are from Venus",1998,1.375,5.38189,4,0,60,18,0,0,0,0,0,0,0,0,0
3516,Option,1982,2.1429,5.49826,2,4,60,8,0,0,0,0,0,0,0,0,0
3517,Tornado Rex,1991,1.1538,5.56105,2,4,30,6,0,0,0,0,0,0,0,0,1
3518,Napoleon in Europe,2001,3.4615,5.75253,2,7,360,10,0,0,0,1,0,0,0,0,0
3522,LCR,1983,1.0476,4.37854,3,12,20,5,0,0,0,0,0,0,0,1,1
3523,Decision At Kasserine: Rommel's Last Chance,1983,3.1176,5.58106,1,4,300,12,0,0,0,1,0,0,0,0,0
3524,Geeks: The Convention,2001,1.6667,5.48244,2,5,20,0,0,0,0,0,0,0,0,0,0
3525,Act One,1995,1.2857,5.4914,4,99,30,12,0,0,0,0,0,0,0,0,0
3527,Iliad: The Most Renowned War Legend,1979,2.625,5.50985,2,8,180,12,0,0,0,1,0,0,0,0,0
3528,Priceless,1996,2.4,5.52364,2,4,45,13,0,0,0,0,0,0,0,0,0
3529,Vampire Hunter,2002,1.3056,5.41829,2,4,30,9,0,0,0,0,0,0,0,0,0
3531,The Return of the Stainless Steel Rat,1981,2.6,5.57761,1,2,60,10,0,1,0,1,0,0,0,0,0
3532,Damocles Mission,1983,2.7143,5.52733,1,1,120,10,0,0,0,0,0,0,0,0,0
3533,Arena of Death: Heroic Combat in the Fantasy World of DragonQuest,1980,2.1111,5.48628,2,20,90,10,0,0,0,1,0,0,0,0,0
