BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
256640,H.D.P.: Hasta Donde Puedas,2016,1,5.53651,4,30,30,18,0,0,0,0,0,0,0,0,0
256643,Neon Gods,2018,2.3333,5.56838,2,4,120,14,0,0,0,0,0,0,0,0,0
256669,Scorpius Freighter,2018,2.4167,5.86636,2,4,75,14,0,0,1,0,0,0,0,0,0
256685,Pandemain: Traditional Farmers' Bread,2021,3.6429,5.62515,1,4,120,12,1,0,0,0,0,0,0,0,0
256700,Wonderland Xiii,2018,2,5.53124,2,4,30,6,0,0,0,0,0,0,0,0,0
256701,Fluff,2018,1,5.58774,2,4,30,8,0,0,0,0,0,0,0,0,0
256705,Seasons of Rice,2018,1.6364,5.83951,2,2,20,8,1,0,0,0,0,0,0,0,0
256707,Trick Shot,2021,2.4286,5.82763,2,4,60,12,1,0,0,0,0,0,0,0,0
256708,Limbo: Eternal War,2019,2.75,5.52703,2,4,120,14,1,0,0,0,0,0,0,0,0
256728,Raiatea,2018,3.0833,5.61635,3,5,120,12,0,0,0,0,0,0,0,0,0
256729,Wacky Races: The Board Game,2019,1.2353,5.7203,2,6,20,14,0,0,0,0,1,0,0,0,0
256730,Pipeline,2019,3.875,6.9716,2,4,120,12,0,0,1,0,0,0,0,0,0
256742,Exceed: Seventh Cross – Church vs. Empire Box,2018,3,5.60509,2,2,30,10,1,0,0,0,0,0,0,0,0
256769,Forwarder of Xanadu,2018,3,5.54626,3,5,120,14,0,0,0,0,0,0,0,0,0
256778,Exceed: Seventh Cross – Guardians vs. Myths Box,2018,3,5.6025,2,2,30,10,1,0,0,0,0,0,0,0,0
256779,Exceed: Seventh Cross – Hunters vs. Demons Box,2018,2.6667,5.60459,2,2,30,10,1,0,0,0,0,0,0,0,0
256780,Exceed: Seventh Cross – Magic vs. Monsters Box,2018,3,5.58598,2,2,30,10,1,0,0,0,0,0,0,0,0
256788,Detective Club,2018,1.2424,6.54395,4,8,45,8,0,0,0,0,0,0,0,1,0
256792,The Oregon Trail Game: Journey to Willamette Valley,2018,2.25,5.51778,2,4,60,13,0,0,0,0,0,0,0,0,0
256801,Fast Forward: FORTUNE,2018,1.2,5.60748,3,5,15,10,0,0,0,0,0,0,0,0,0
256802,Fool!,2018,1.2,5.74372,4,8,15,8,0,0,0,0,0,0,0,0,0
256804,Exploding Kittens: Party Pack,2017,1,5.92907,2,10,15,7,0,0,0,0,0,0,0,0,0
256831,Life Siphon,2019,2.25,5.54136,2,4,40,13,1,0,0,0,0,0,0,0,0
256838,Nessos,2018,1,5.61347,3,6,20,8,0,0,0,0,0,0,0,0,0
256839,VektoRace,2018,2.1429,5.88444,2,4,120,12,0,0,0,0,0,0,0,0,0
256852,Aliens: Another Glorious Day in the Corps,2020,2.7436,6.03806,1,6,120,14,0,1,0,0,0,0,0,0,0
256861,"Yeti, Set, Go!",2018,0,5.47624,2,4,0,4,0,0,0,0,0,0,0,0,0
256874,Legendary Encounters: The X-Files Deck Building Game,2018,2.8125,6.04474,1,5,60,14,0,0,0,0,0,0,0,0,0
256875,Sonic the Hedgehog: Dice Rush,2019,0,5.50763,2,4,20,8,0,0,0,0,0,0,0,0,0
256876,Football Highlights 2052,2019,2.4,5.77075,1,4,60,9,1,0,0,0,0,0,0,0,0
256877,Hail Hydra,2018,1.8667,5.9541,5,8,75,14,0,0,0,0,0,0,0,1,0
256883,Comanauts,2019,2.5714,5.73122,2,4,120,14,0,1,0,0,0,0,0,0,0
256885,The Fantasy Trip: Legacy Edition,2019,2.8333,5.73728,2,10,60,10,1,0,0,0,0,0,0,0,0
256911,Reconquista,2018,2.4286,5.54129,3,4,140,14,0,0,0,1,0,0,0,0,0
256915,Dice & Dragons,2018,1,5.51076,1,5,30,8,0,0,0,0,0,0,0,0,0
256916,Concordia Venus,2018,3.0882,7.34147,2,6,120,12,0,0,1,0,0,0,0,0,0
256918,Cerberus,2018,1.7586,5.85401,3,7,45,10,0,0,0,0,1,0,0,1,0
256939,Zeppelin Raider: Imperial German Naval Airships,2019,2.6667,5.58968,1,1,300,12,0,0,0,1,0,0,0,0,0
256940,Krosmaster: Blast,2020,2,5.54769,2,4,30,10,1,0,0,0,0,0,0,0,0
256952,Zombie Kidz Evolution,2018,1.4021,6.87829,2,4,15,7,0,0,0,0,1,0,0,0,1
256956,Exchange,2019,1.3333,5.58681,3,6,45,10,1,0,0,0,0,0,0,0,0
256957,Monkey Temple,2018,1,5.52929,3,8,30,8,0,0,0,0,0,0,0,0,0
256960,Pax Pamir: Second Edition,2019,3.8162,7.71147,1,5,120,13,1,0,1,0,0,0,0,0,0
256962,TANKS: The Modern Age – M1 vs T-64 Starter Set,2018,2,5.53833,2,2,30,14,0,0,0,0,0,0,0,0,0
256964,Dark Rituals: Malleus Maleficarum,2020,2.8571,5.65164,2,5,90,14,1,0,0,0,0,0,0,0,0
256967,Shuffle Grand Prix,2019,1.5,5.5205,2,4,30,13,0,0,0,0,0,0,0,0,0
256980,The Color Monster,2018,1.25,5.63013,2,5,25,3,0,0,0,0,0,0,0,0,0
256998,Robin Wood,2018,1.2857,5.62123,2,4,25,10,0,0,0,0,0,0,0,0,0
256999,Project: ELITE,2020,2.4,6.59343,1,6,60,14,1,1,0,0,0,0,0,0,0
257001,Munchkin Dungeon,2020,2.1538,5.72467,2,5,90,14,1,0,0,0,0,0,0,0,0
257006,Homebrewers,2019,2.4,5.78715,2,5,60,14,0,0,0,0,0,0,0,0,0
257045,Murder on the Cosmic Express,2019,1,5.52207,4,6,10,8,0,0,0,0,0,0,0,1,0
257056,Lovelace & Babbage,2019,2.3333,5.7943,2,4,30,14,0,0,0,0,0,0,0,0,0
257058,Valparaíso,2018,2.8621,5.93131,2,5,90,12,0,0,1,0,0,0,0,0,0
257063,SiegeStorm: SiegeMode,2019,2.6,5.7432,1,4,30,14,1,0,0,0,0,0,0,0,0
257066,Sierra West,2019,3.087,6.07345,1,4,60,14,0,0,1,0,0,0,0,0,0
257067,Magnastorm,2018,3.0732,5.90787,2,4,100,12,0,0,1,0,0,0,0,0,0
257073,Trollfjord,2018,2,5.52351,2,4,60,10,0,0,0,0,0,0,0,0,0
257074,Pechvogel,2018,1,5.48071,2,5,20,8,0,0,0,0,0,0,0,0,0
257076,Vollpfosten,2018,1,5.51357,3,8,20,7,0,0,0,0,0,0,0,0,0
257077,A Pleasant Journey to Neko,2018,3.125,5.6928,2,4,90,12,0,0,0,0,0,0,0,0,0
257080,Fast Food!,2018,1,5.51797,2,10,15,4,0,0,0,0,0,0,0,0,0
257081,My Hero Academia: The Card Game,2018,1,5.51136,2,4,0,8,0,0,0,0,0,0,0,0,0
257089,Big Trouble in Little China: The Game – Deluxe Edition,2018,3,5.62436,1,6,120,14,0,0,0,0,0,0,0,0,0
257096,Run Fight or Die: Reloaded,2019,1.8889,5.86039,1,4,40,10,1,0,0,0,0,0,0,0,0
257145,Teenage Mutant Ninja Turtles Adventures: City Fall,2020,3,5.69901,1,5,150,14,1,0,0,0,0,0,0,0,0
257160,Thieves Den,2019,2.1852,5.65562,2,5,45,10,0,0,0,0,0,0,0,0,0
257164,Dungeon Raiders,2018,1.2857,5.8611,3,5,30,8,0,0,0,0,0,0,0,0,0
257180,Kingdom Builder: Family Box,2018,0,5.54135,2,5,45,8,1,0,0,0,0,0,0,0,0
257193,Starcadia Quest,2020,2.75,6.01063,2,4,60,13,1,0,0,0,0,0,0,0,0
257198,TOKYO TSUKIJI MARKET,2020,3.1667,5.74924,2,6,160,14,1,0,0,0,0,0,0,0,0
257199,TOKYO WASHI GAME CATS,2018,0,5.5031,2,6,30,8,0,0,0,0,0,0,0,0,0
257204,Zura,2018,1.6667,5.55213,2,4,30,8,0,0,0,0,1,0,0,0,0
257205,Hasp,2018,0,5.52289,2,4,30,10,0,0,0,0,1,0,0,0,0
257273,Ghosts of the Moor,2018,1,5.55394,2,5,30,8,0,0,0,0,1,0,0,0,1
257283,Tiny Epic Mechs,2019,2.4242,6.16035,1,4,60,14,1,0,1,0,0,0,0,0,0
257284,Timeline: Classic,2018,1,5.69787,2,6,15,8,0,0,0,0,0,0,0,0,0
257305,SHASN,2021,2.8947,5.77022,2,5,120,12,1,1,1,0,0,0,0,0,0
257306,High Score,2018,1.6,5.58928,1,4,45,8,0,0,0,0,0,0,0,0,0
257307,Orbital,2018,2,5.54731,2,4,45,8,0,0,0,0,0,0,0,0,0
257313,Aliens: Hadley's Hope,2018,2.5,5.54429,2,6,90,14,0,0,0,0,0,0,0,0,0
257316,Weapon Wars,2019,1,5.53293,2,6,40,6,1,0,0,0,0,0,0,0,0
257321,Gen7: A Crossroads Game,2018,2.4167,5.67746,3,4,90,14,0,1,0,0,0,0,0,0,0
257324,The Lord of the Rings: Quest to Mount Doom,2018,1,5.50488,2,5,45,8,0,0,0,0,0,0,0,0,0
257349,Bugs on Rugs,2019,1.2,5.60113,2,5,25,6,1,0,0,0,0,0,0,0,0
257372,The Bears and the Bees,2018,1.4286,5.60609,2,5,30,8,0,0,0,0,1,0,0,0,0
257378,East Indiaman,2018,3,5.57131,2,4,90,12,1,0,0,0,0,0,0,0,0
257380,Counterfeiters,2018,2.0588,5.85739,2,4,35,13,0,0,1,0,0,0,0,0,0
257395,Dungeon Derby,2018,2,5.56298,3,6,90,8,1,0,0,0,0,0,0,0,0
257411,This Game Goes to Eleven,2018,1,5.51056,2,6,30,8,0,0,0,0,0,0,0,0,0
257415,Dreams of Tomorrow,2019,2,5.55537,1,6,45,8,0,0,0,0,0,0,0,0,0
257435,Brick & Mortar,2021,3.1667,5.61815,2,4,120,12,0,0,0,0,0,0,0,0,0
257440,Dungeon Duel,2018,2.5,5.52257,2,2,40,10,0,0,0,0,0,0,0,0,0
257445,Super Camelot,2019,2,5.52081,2,4,45,13,1,0,0,0,0,0,0,0,0
257499,Arkham Horror (Third Edition),2018,3.3092,7.12637,1,6,180,14,0,1,0,0,0,0,0,0,0
257501,KeyForge: Call of the Archons,2018,2.4709,6.89956,2,2,45,14,0,0,0,0,0,1,0,0,0
257518,Claustrophobia 1643,2019,2.6098,6.52827,2,2,90,14,1,1,0,0,0,0,0,0,0
257527,Trapwords,2018,1.4,6.30162,4,8,45,8,0,0,0,0,0,0,0,1,0
257582,Periodic: A Game of The Elements,2019,1.9412,5.82591,2,5,40,10,1,0,0,0,1,0,0,0,0
257598,MacGyver: The Escape Room Game,2018,1.5,5.50757,1,4,60,12,0,0,0,0,0,0,0,0,0
257599,Invasions: Volume 1 – 350-650 AD,2020,4.2727,5.52298,2,4,1200,13,1,0,0,1,0,0,0,0,0
257601,The Duke: Lord's Legacy,2018,1.8889,5.78755,2,2,30,13,0,0,0,0,0,0,0,0,0
257604,Macbeth,2018,1.6667,5.52849,2,5,45,12,0,0,0,0,0,0,0,0,0
257614,Tussie Mussie,2019,1.1045,6.33854,2,4,30,8,1,0,0,0,1,0,0,0,0
257633,Nexus Infernum,2019,2,5.51729,2,5,90,12,1,0,0,0,0,0,0,0,0
257667,Tag City,2018,1.6667,5.5999,2,4,30,8,0,0,0,0,0,0,0,0,0
257668,1906 San Francisco,2018,2.3226,5.89661,2,4,60,12,0,0,1,0,0,0,0,0,0
257669,Streaming,2018,1.4,5.56845,3,5,30,10,0,0,0,0,0,0,0,0,0
257674,Vampire: The Masquerade – Heritage,2020,3.0526,5.85575,2,4,90,14,1,1,0,0,0,0,0,0,0
257700,"Munchkin Warhammer 40,000",2019,2.3333,5.56718,3,6,90,12,0,0,0,0,0,0,0,0,0
257706,Zoo-ography,2021,2,5.63957,1,4,45,12,1,0,0,0,0,0,0,0,0
257707,Unlock!: Escape Adventures – In Pursuit of Cabrakan,2018,2.2,5.63288,1,6,30,10,0,0,0,0,0,0,0,0,0
257722,Taiwan Formosa,2018,3,5.54719,2,5,60,10,0,0,0,0,0,0,0,0,0
257725,Bingolino,2018,1,5.51069,2,4,20,8,0,0,0,0,0,0,0,0,0
257726,Brikks,2018,1.6111,5.81807,1,4,30,8,0,0,0,0,1,0,0,0,0
257732,Pax Transhumanity,2019,4.3333,6.2009,1,4,150,12,0,0,1,0,0,0,0,0,0
257733,Fine Sand,2018,2.0714,5.81084,1,4,30,10,0,0,0,0,0,0,0,0,0
257759,The River,2018,2.0213,6.08353,2,4,45,8,0,0,0,0,1,0,0,0,0
257766,¡Arre Unicornio!,2018,1.5,5.53148,2,8,40,10,1,0,0,0,0,0,0,0,0
257769,Walking in Burano,2018,2.0385,6.38031,1,4,40,10,0,0,0,0,1,0,0,0,0
257814,Cats,2018,1.5,5.52401,2,5,30,10,1,0,0,0,0,0,0,0,0
257834,Ramen,2018,1.4,5.56616,2,5,30,8,0,0,0,0,0,0,0,0,0
257836,Narabi,2018,1.4,5.58764,3,5,15,10,0,0,0,0,0,0,0,0,0
257839,Arkham Noir: Case #2 – Called Forth By Thunder,2018,2.3846,5.77569,1,1,30,14,0,0,0,0,0,0,0,0,0
257841,Yogi Guru,2019,0,5.52881,3,10,20,8,0,0,0,0,0,0,0,0,0
257851,Picnic,2018,1,5.49438,2,6,15,8,0,0,0,0,0,0,0,0,0
257880,The Golden Girls: Any Way you Slice it,2018,0,5.48782,2,4,45,12,0,0,0,0,0,0,0,0,0
257924,Globe Twister,2018,1.6667,5.52903,1,5,30,8,0,0,0,0,0,0,0,0,0
257955,3x8,2018,1.25,5.51414,2,4,0,8,0,0,0,0,0,0,0,0,0
257957,X-Code,2018,1,5.55331,2,8,15,10,0,0,0,0,0,0,0,0,0
257960,Götterdämmerung,2018,2,5.54217,7,15,0,12,0,0,0,0,0,0,0,0,0
257962,Karate Tomate,2018,1.25,5.55636,3,10,20,8,0,0,0,0,1,0,0,0,0
257964,Lifestyle,2018,1,5.50774,2,5,0,10,0,0,0,0,0,0,0,0,0
257965,BiberClan,2018,1,5.52301,2,6,0,7,0,0,0,0,0,0,0,0,0
257966,Passing Through Petra,2018,2.6,5.76668,2,4,60,14,0,0,0,0,0,0,0,0,0
257967,Speed Cups⁶,2018,1,5.52683,2,6,0,6,0,0,0,0,0,0,0,0,0
257987,The Towers of Arkhanos,2019,1.3636,5.76727,2,4,30,14,1,0,0,0,0,0,0,0,0
257991,Igen?,2018,1,5.58273,2,6,60,9,0,0,0,0,0,0,0,0,0
257994,Trappist One,2018,2.7143,5.52805,2,4,60,12,0,0,0,0,0,0,0,0,0
258036,Between Two Castles of Mad King Ludwig,2018,2.1905,6.81073,2,7,60,10,0,0,1,0,1,0,0,0,0
258041,Majolica,2018,2.9091,5.75962,1,4,40,10,1,0,0,0,0,0,0,0,0
258070,Alice,2018,1.75,5.56605,2,4,40,10,0,0,0,0,0,0,0,0,0
258074,Volfyirion,2019,2.275,6.08106,1,2,30,14,1,0,1,0,0,0,0,0,0
258104,Tribes: Dawn of Humanity,2018,2.0625,5.86974,2,4,45,10,0,0,0,0,0,0,0,0,0
258131,1759 Siege of Quebec,2018,1.8,5.59313,1,2,90,12,1,0,0,1,0,0,0,0,0
258135,Wild Assent,2021,2.6667,5.58005,1,4,90,0,1,0,0,0,0,0,0,0,0
258137,Robin Hood,2019,2.75,5.53511,2,2,120,12,1,0,0,0,0,0,0,0,0
258140,Les Aventuriers du Rail Express,2018,1.6667,5.56459,2,4,30,8,0,0,0,0,0,0,0,0,0
258148,Power Rangers: Heroes of the Grid,2019,2.7273,5.98442,2,5,60,14,1,0,0,0,0,0,0,0,0
258154,Fluttering Souls,2019,1.2222,5.62408,2,2,20,13,0,0,0,0,0,0,0,0,0
258160,Profiteers,2018,2,5.54095,3,5,45,12,0,0,0,0,0,0,0,0,0
258184,The Battle for Ramadi,2018,2.4,5.52701,1,1,120,12,0,0,0,1,0,0,0,0,0
258206,Bears&Bees,2018,1.5,5.53483,2,5,30,10,0,0,0,0,0,0,0,0,0
258207,Milito,2019,2.25,5.64359,2,2,45,14,1,0,0,1,0,0,0,0,0
258210,Blitzkrieg!: World War Two in 20 Minutes,2019,1.8056,6.81957,1,2,45,14,0,0,0,1,0,0,0,0,0
258242,Magnate: The First City,2021,3.3,5.60288,1,5,120,10,1,0,0,0,0,0,0,0,0
258244,Discover: Lands Unknown,2018,2.3396,5.6639,1,4,120,12,0,1,0,0,0,0,0,0,0
258287,Dragon Boats of the Four Seas,2019,2.5,5.55855,2,4,45,12,1,0,0,0,0,0,0,0,0
258302,Pug You!,2018,1,5.35816,5,10,45,16,0,0,0,0,0,0,0,0,0
258308,Fuji,2018,2.2,6.01662,2,4,45,10,0,0,0,0,0,0,0,0,0
258309,First Contact,2018,2.1304,6.03464,2,7,40,12,0,0,0,0,0,0,0,1,0
258325,Banjooli Xeet (Second Edition),2018,1.6667,5.52759,2,5,30,8,0,0,0,0,0,0,0,0,0
258376,The Refuge: Terror from the Deep,2019,2,5.56437,1,6,60,14,0,0,0,0,0,0,0,0,0
258377,Polar Smash,2017,1,5.50299,2,4,15,5,0,0,0,0,0,0,0,0,0
258389,Futuropia,2018,2.625,5.65869,1,4,90,12,0,0,1,0,0,0,0,0,0
258411,Unlock!: Exotic Adventures – Expedition: Challenger,2019,2.5714,5.86338,1,6,60,10,0,0,0,0,0,0,0,0,0
258412,Unlock!: Exotic Adventures – Night of the Boogeymen,2019,2,5.87396,1,6,60,10,0,0,0,0,0,0,0,0,0
258413,Unlock!: Exotic Adventures – Scheherazade's Last Tale,2019,2.1429,5.81943,1,6,60,10,0,0,0,0,0,0,0,0,0
258437,Bukiet,2018,1.5,5.65058,1,5,40,8,0,0,0,0,0,0,0,0,0
258440,(Come on) Let's Quiz Again,2018,1,5.5326,3,6,30,12,0,0,0,0,0,0,0,0,0
258444,Gingerbread House,2018,1.7955,6.31336,2,4,30,8,0,0,0,0,1,0,0,0,0
258451,Deckscape: The Mystery of Eldorado,2018,1.8235,5.91645,1,6,90,12,0,0,0,0,0,0,0,0,0
258457,Anno Domini: Kuriositäten,2018,0,5.53825,2,8,30,10,0,0,0,0,0,0,0,0,0
258466,The Great City of Rome,2018,2,5.65151,2,4,60,10,0,0,0,0,0,0,0,0,0
258512,Communist Cats,2018,1.5,5.52458,2,6,15,12,0,0,0,0,0,0,0,0,0
258544,Marble Bobsleigh,2018,1,5.49892,2,4,20,6,0,0,0,0,0,0,0,0,0
258561,Rap Godz,2020,2,5.61195,2,4,60,14,1,0,0,0,0,0,0,0,0
258636,Looterz: Rigor Mortis,2018,1.5,5.5958,2,6,40,14,0,0,0,0,0,0,0,0,0
258665,Get Packing,2018,1.5,5.56289,2,4,15,6,0,0,0,0,0,0,0,0,0
258693,Radetzky: Milano 1848,2018,2.6,5.63731,1,5,90,8,0,0,0,0,0,0,0,0,0
258723,ToeShamBo,2019,1,5.46585,2,2,10,0,0,0,0,0,0,0,0,0,0
258725,Lord of the Fries: Superdeluxe Edition,2015,2,5.51859,2,8,0,12,0,0,0,0,0,0,0,0,0
258748,Crime Hotel,2018,1.6,5.58758,3,4,45,8,0,0,0,0,0,0,0,0,0
258751,Whiskey Business!,2018,1.5,5.51967,2,6,30,21,1,0,0,0,0,0,0,0,0
258752,Bitcoin Hackers,2018,1.5,5.50977,3,6,50,8,0,0,0,0,0,0,0,0,0
258761,Twisty,2018,1.6667,5.53819,2,4,30,8,0,0,0,0,0,0,0,0,0
258775,The Cats of Ulthar Card Game,2019,2,5.50489,2,2,25,13,1,0,0,0,0,0,0,0,0
258783,Into the Black Forest,2019,2,5.52291,2,4,45,8,1,0,0,0,0,0,0,0,0
258818,Connect 4: Shots,2018,1,5.51802,2,2,0,8,0,0,0,0,0,0,0,0,0
258855,Stupid Deaths,2018,1,5.41606,2,6,0,12,0,0,0,0,0,0,0,0,0
259005,Farben,2018,1.25,5.57873,3,5,75,10,0,0,0,0,0,0,0,0,0
259038,Bastille,2018,2.5714,5.75114,3,4,60,12,0,0,0,0,0,0,0,0,0
259061,Skytear,2020,3.1944,6.02814,2,4,45,13,1,0,1,0,0,1,0,0,0
259064,Das Maß aller Dinge,2018,1.5,5.52486,2,6,20,14,0,0,0,0,0,0,0,0,0
259066,Commands & Colors: Samurai Battles,2021,2.625,5.81052,2,2,60,14,0,0,0,1,0,0,0,0,0
259069,Punto,2018,1,5.69898,2,4,20,7,0,0,0,0,0,0,0,0,0
259081,Machi Koro: Legacy,2019,2.0357,6.24534,2,4,45,10,0,0,0,0,1,0,0,0,0
259121,Less Than 60 Miles,2019,3.6364,5.60825,1,4,600,16,0,0,0,1,0,0,0,0,0
259134,Adeptus Titanicus: The Horus Heresy Rules Set,2018,4,5.59219,2,2,250,14,0,0,0,0,0,0,0,0,0
259298,The Ancient World (Second Edition),2019,2.814,6.28899,2,4,90,13,1,0,1,0,0,0,0,0,0
259310,Sheep Boom Bah,2019,0,5.49685,2,4,30,8,0,0,0,0,0,0,0,0,0
259342,Luxantis,2018,2,5.5181,2,4,30,6,0,0,0,0,0,0,0,0,0
259345,Snail Sprint!,2018,1.4,5.64084,2,4,15,5,0,0,0,0,0,0,0,0,1
259374,Belratti,2018,1.0645,6.20043,3,7,45,9,0,0,0,0,0,0,0,1,0
259393,Lunes,2018,1.5,5.60573,1,1,15,10,0,0,0,0,0,0,0,0,0
259394,Storm Above the Reich,2021,3.1818,5.60691,1,2,60,12,0,0,0,1,0,0,0,0,0
259435,Middle-earth Strategy Battle Game: The Lord of the Rings – Battle of Pelennor Fields,2018,0,5.63652,2,2,180,12,0,0,0,0,0,0,0,0,0
259501,Xerxes,2019,2,5.53047,1,4,60,10,1,0,0,0,0,0,0,0,0
259525,Mystical Seeds,2018,2,5.51517,2,4,50,8,0,0,0,0,0,0,0,0,0
259537,Saint Seiya: Deckbuilding,2018,2.3333,5.69121,2,5,60,14,0,0,0,0,0,0,0,0,0
259551,Magic Fold,2018,1.5,5.54712,2,4,30,7,0,0,0,0,0,0,0,0,0
259554,Spoilers: Popcorn Edition,2018,1,5.5105,2,10,30,14,0,0,0,0,0,0,0,0,0
259571,Quarriors! Qultimate Quedition,2019,2.3333,5.74458,2,4,30,14,0,0,0,0,0,0,0,0,0
259586,Feudum: Big Box,2018,4.4,5.63658,2,5,180,12,1,0,0,0,0,0,0,0,0
259638,10 Latidos,2018,1,5.5127,2,4,30,10,0,0,0,0,0,0,0,0,0
259704,Wizard Thieves,2019,1.6667,5.50757,2,4,20,8,0,0,0,0,0,0,0,0,0
259708,Diced Tomatoes,2018,2,5.47886,2,4,30,12,0,0,0,0,0,0,0,0,0
259710,Arcane Alley,2019,2,5.54325,2,6,45,10,1,0,0,0,0,0,0,0,0
259724,EXIT Kids: Code Breaker,2018,2,5.51727,1,4,15,7,0,0,0,0,0,0,0,0,0
259727,Owly Tribe,2019,0,5.51245,2,6,40,10,1,0,0,0,0,0,0,0,0
259809,Sonar Family,2018,1.75,5.78784,2,4,45,8,0,0,0,0,1,0,0,0,0
259829,Loser,2018,1.3333,5.53077,3,6,20,8,0,0,0,0,0,0,0,0,0
259830,Hedgehog Roll,2019,1,5.64113,1,4,25,4,0,0,0,0,0,0,0,0,1
259837,Crescent City Cargo,2021,3,5.57651,2,4,90,12,1,0,0,0,0,0,0,0,0
259857,Jurassic Parts,2020,2.125,5.66413,2,5,45,10,1,0,0,0,0,0,0,0,0
259897,Ghostbusters: The Card Game,2018,1,5.50282,2,5,30,8,0,0,0,0,0,0,0,0,0
259945,NFL Showdown,2018,1,5.52341,2,2,40,8,0,0,0,0,0,0,0,0,0
259962,Stress Botics,2021,4.3846,5.54795,2,4,135,12,0,0,0,0,0,0,0,0,0
259968,What's That Smell?,2018,1,5.45667,2,6,30,14,0,0,0,0,0,0,0,0,0
259970,The Lord of the Rings: The Card Game – Two-Player Limited Edition Starter,2018,3,5.56983,1,2,0,0,0,0,0,0,0,0,0,0,0
259972,Roll & Wall,2018,1.75,5.50528,2,5,45,7,0,0,0,0,0,0,0,0,0
260000,Escape Room: The Game (Escape Rooms II),2018,2.5,5.59656,3,5,60,16,0,0,0,0,0,0,0,0,0
260015,Gem Hens,2019,2,5.53495,2,4,45,0,0,0,0,0,0,0,0,0,0
260033,Concerto,2018,2.3333,5.51817,2,4,30,8,0,0,0,0,0,0,0,0,0
260037,Composition,2020,1,5.5188,2,5,60,8,1,0,0,0,0,0,0,0,0
260126,New Salem: Second Edition,2019,2,5.54185,3,8,45,14,1,0,0,0,0,0,0,0,0
260143,Adventures in Neverland,2021,3,5.54062,2,4,120,12,1,0,0,0,0,0,0,0,0
260147,Europe Divided,2020,2.7778,5.693,2,2,75,12,1,0,1,1,0,0,0,0,0
260156,Ocean Crisis,2019,2.3333,5.59635,2,5,60,8,1,0,0,0,0,0,0,0,0
260168,Volleyball High,2019,2.4,5.58037,2,4,25,10,1,0,0,0,0,0,0,0,0
260170,Shake Up,2019,2,5.61654,1,2,25,10,1,0,0,0,1,0,0,0,0
260180,Project L,2020,1.5172,6.61774,1,4,40,8,1,0,0,0,1,0,1,0,0
260201,Manitoba,2018,2.5385,5.64257,2,4,75,12,0,0,1,0,0,0,0,0,0
260212,The Forgotten City,2018,3,5.52924,2,4,90,10,0,0,0,0,0,0,0,0,0
260218,1st & Roll,2018,2,5.65833,2,4,60,14,0,0,0,0,0,0,0,0,0
260233,Peppers of the Caribbean,2018,1,5.50253,2,4,30,8,0,0,0,0,0,0,0,0,0
260234,Middle-Earth Strategy Battle Game: Rules Manual,2018,3.2,5.64699,2,4,120,14,0,0,0,0,0,0,0,0,0
260238,Claim Kingdoms,2018,1.5,5.5231,2,4,30,8,0,0,0,0,0,0,0,0,0
260239,Dicium,2018,2.5,5.59136,1,4,60,8,0,0,0,0,0,0,0,0,0
260264,Glyph Chess,2020,2.6667,5.57534,2,2,60,8,1,0,0,0,0,0,0,0,0
260268,DIG IT UP,2018,1,5.49563,2,5,25,7,0,0,0,0,0,0,0,0,0
260269,Eco-Links,2018,0,5.56028,2,4,20,7,0,0,0,0,0,0,0,0,0
260277,Rolnicy,2018,1.3333,5.53432,2,4,45,10,0,0,0,0,0,0,0,0,0
260282,Pet Evil,2020,2,5.5291,2,6,30,8,1,0,0,0,0,0,0,0,0
260298,The Table Is Lava,2018,1,5.63669,2,4,20,10,0,0,0,0,0,0,0,0,0
260300,Dungeon Mayhem,2018,1.1111,6.22432,2,4,10,8,0,0,0,0,1,0,0,0,0
260307,Kaboom Universe,2019,2,5.5348,2,8,30,6,0,0,0,0,0,0,0,0,0
260316,Art Decko,2019,2.4,5.66073,2,4,60,10,0,0,0,0,0,0,0,0,0
260322,Potions Class,2018,1,5.52686,2,2,15,6,0,0,0,0,0,0,0,0,0
260329,Jurassic World: The Boardgame,2018,2.3333,5.50597,2,6,90,12,0,0,0,0,0,0,0,0,0
260332,Hokkaido,2018,2.1154,5.9607,2,5,40,8,0,0,0,0,1,0,0,0,0
260334,Winston,2018,1,5.5189,2,6,25,6,0,0,0,0,0,0,0,0,0
260335,Astro Drive,2018,2,5.53334,2,4,30,8,0,0,0,0,0,0,0,0,0
260348,Gobi,2018,2,5.54221,2,4,0,10,0,0,0,0,0,0,0,0,0
260407,Soviet Kitchen Unleashed,2018,1.4615,5.88147,1,6,25,12,0,0,0,0,0,0,0,0,0
260410,Horizon Zero Dawn: The Board Game,2020,2.6471,5.67838,1,4,90,12,1,0,0,0,0,0,0,0,0
260428,Pandemic: Fall of Rome,2018,2.4272,7.06061,1,5,60,8,0,0,1,0,0,0,0,0,0
260465,"Across The Narva: The Soviet Assault on Estonia, February 1944",2018,2.6667,5.57642,2,2,600,11,0,0,0,1,0,0,0,0,0
260524,Beyond Humanity: Colonies,2021,3.8,5.52129,1,5,180,16,1,0,0,0,0,0,0,0,0
